Brand,Vehicle,Year,Value,Collection,Rarity,PI,Owned
Hoonigan,Ford Bronco ,1974,200000,"A ""Hard-to-Find"" vehicle",EPIC,A 721,
Hoonigan,Gymkhana 10 Ford F-150 'Hoonitruck' ,1977,500000,Autoshow (DLC: Car Pass),EPIC,S2 916,
Hoonigan,Ford Escort RS1800 ,1978,300000,Autoshow,EPIC,S1 828,
Hoonigan,Ford RS200 Evolution ,1986,500000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 932,
Hoonigan,Gymkhana 10 Ford Escort Cosworth Group A ,1991,500000,Autoshow (DLC: Car Pass),EPIC,S1 880,
Hoonigan,Rauh-Welt Begriff Porsche 911 Turbo ,1991,160000,Reach Tier 17 in Horizon Life: Street Scene,EPIC,S1 850,
Hoonigan,Mazda RX-7 Twerkstallion ,1992,50000,Autoshow,EPIC,S1 838,
Hoonigan,Gymkhana 8 Ford Fiesta ST RX43 ,2015,500000,Expansion: Fortune Island,EPIC,S1 886,
Hoonigan,Gymkhana 10 Ford Focus RS RX ,2016,500000,Reach Tier 10 in Horizon Life: Skill Streak,LEGENDARY,S1 886,
Hoonigan,Gymkhana 9 Ford Focus RS RX ,2016,500000,Autoshow,LEGENDARY,S1 886,
Hoonigan,"Gymkhana 9 Ford Focus RS RX ""Welcome Pack"" ",2016,500000,Autoshow (DLC: Welcome Pack,LEGENDARY,S1 900,
Hoonigan,Gymkhana 10 Ford Fiesta ST ,2017,500000,"A ""Hard-to-Find"" vehicle",EPIC,S1 828,
Hot Wheels,Ford F-5 Dually Custom Hot Rod ,1949,100000,Autoshow (DLC: Hot Wheels Legends Car Pack),LEGENDARY,B 634,
Hot Wheels,Nash Metropolitan Custom ,1957,100000,Autoshow (DLC: Hot Wheels Legends Car Pack),LEGENDARY,C 559,
Hot Wheels,Studebaker Golden Hawk 'Dream Roadster' ,1957,100000,Autoshow (DLC: Hot Wheels Legends Car Pack),LEGENDARY,A 701,
Hot Wheels,International-Harvester Loadstar CO-1600 ,1969,100000,Autoshow (DLC: Hot Wheels Legends Car Pack),LEGENDARY,C 563,
Hot Wheels,Twin Mill ,1969,110000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S1 821,
Hot Wheels,Chevrolet LUV ,1972,100000,Autoshow (DLC: Hot Wheels Legends Car Pack),LEGENDARY,B 663,
Hot Wheels,Ford Mustang ,2005,300000,"A ""Hard-to-Find"" vehicle",EPIC,S1 841,
Hot Wheels,Bone Shaker ,2011,150000,"A ""Hard-to-Find"" vehicle",LEGENDARY,A 795,
Hot Wheels,Rip Rod ,2017,300000,Star Card: PR Stunt,EPIC,A 747,
Hot Wheels,2JetZ ,2018,100000,Autoshow (DLC: Hot Wheels Legends Car Pack),LEGENDARY,S1 889,
HSV,GTSR ,1996,250000,"A ""Hard-to-Find"" vehicle",RARE,B 669,
HSV,GTS ,2011,250000,"A ""Hard-to-Find"" vehicle",RARE,A 713,
HSV,GEN-F GTS ,2014,75000,Autoshow,RARE,A 747,
HSV,Limited Edition Gen-F GTS Maloo ,2014,62000,Autoshow,RARE,A 764,
Hudson,Hornet ,1952,66000,"A ""Hard-to-Find"" vehicle",RARE,D 305,
Hummer,H1 Alpha ,2006,112000,A possible Wheelspin reward,RARE,D 391,
Hummer,H1 Alpha Open Top ,2006,250000,"A ""Hard-to-Find"" vehicle",RARE,D 382,
Hyundai,Veloster N ,2019,30000,Autoshow,COMMON,B 657,
Infiniti,Q50 Eau Rouge ,2014,100000,Autoshow,RARE,A 783,
Infiniti,Q60 Concept ,2015,50000,Autoshow,RARE,A 757,
International,Scout 800A ,1970,40000,Autoshow,COMMON,D 334,
Italdesign,Zerouno ,2018,250000,"A ""Hard-to-Find"" vehicle",EPIC,S1 893,
Jaguar,C-Type ,1953,5000000,Autoshow (DLC: Car Pass),LEGENDARY,D 495,
Jaguar,XK120 SE ,1954,120000,Autoshow,RARE,D 469,
Jaguar,D-Type ,1956,10000000,Autoshow,LEGENDARY,C 513,
Jaguar,Mk II 3.8 ,1959,80000,Autoshow,COMMON,D 414,
Jaguar,E-type S1 ,1961,150000,Complete its Barn Find rumor,LEGENDARY,C 539,
Jaguar,Lightweight E-Type ,1964,10000000,Autoshow,LEGENDARY,A 707,
Jaguar,XJ-S ,1990,25000,Autoshow,COMMON,C 557,
Jaguar,XJ220 ,1993,350000,Complete its Barn Find rumor,LEGENDARY,S1 811,
Jaguar,XKR-S ,2012,100000,Autoshow,EPIC,A 782,
Jaguar,F-TYPE R Coupé ,2015,110000,Autoshow,EPIC,A 795,
Jaguar,XE-S ,2015,57000,Autoshow,COMMON,B 660,
Jaguar,XFR-S ,2015,110000,Autoshow,RARE,A 755,
Jaguar,XKR-S GT ,2015,190000,Reach Tier 16 in Horizon Life: Road Racing,EPIC,A 798,
Jaguar,F-TYPE Project 7 ,2016,190000,Autoshow,EPIC,S1 805,
Jaguar,F-PACE S ,2017,55000,Autoshow,COMMON,B 698,
Jaguar,I-Pace ,2018,250000,"A ""Hard-to-Find"" vehicle",EPIC,A 706,
James Bond Edition,Aston Martin DB5 ,1964,650000,Autoshow (DLC: Best of Bond Car Pack),LEGENDARY,B 618,
James Bond Edition,Aston Martin DBS ,1969,650000,Autoshow (DLC: Best of Bond Car Pack),RARE,B 612,
James Bond Edition,AMC Hornet X Hatchback ,1974,35000,Autoshow (DLC: Best of Bond Car Pack),COMMON,D 414,
James Bond Edition,Lotus Esprit S1 ,1977,550000,Autoshow (DLC: Best of Bond Car Pack),LEGENDARY,C 541,
James Bond Edition,Citroën 2CV6 ,1981,80000,Autoshow (DLC: Best of Bond Car Pack),COMMON,D 100,
James Bond Edition,Aston Martin V8 ,1986,200000,Autoshow (DLC: Best of Bond Car Pack),EPIC,B 620,
James Bond Edition,BMW Z8 ,1999,150000,Autoshow (DLC: Best of Bond Car Pack),RARE,A 720,
James Bond Edition,Aston Martin DBS ,2008,325000,Autoshow (DLC: Best of Bond Car Pack),EPIC,A 779,
James Bond Edition,Jaguar C-X75 ,2010,1500000,Autoshow (DLC: Best of Bond Car Pack),LEGENDARY,S1 900,
James Bond Edition,Aston Martin DB10 ,2015,220000,Autoshow (DLC: Best of Bond Car Pack),LEGENDARY,S1 814,
Jeep,CJ5 Renegade ,1976,60000,Autoshow,COMMON,D 417,
Jeep,"CJ5 Renegade ""Welcome Pack"" ",1976,60000,Autoshow (DLC: Welcome Pack,LEGENDARY,B 700,
Jeep,Wrangler Rubicon ,2012,50000,Autoshow,COMMON,D 488,
Jeep,Wrangler Unlimited DeBerti Design ,2013,250000,"A ""Hard-to-Find"" vehicle",EPIC,A 796,
Jeep,Grand Cherokee SRT ,2014,80000,A possible Wheelspin reward,COMMON,A 711,
Jeep,Trailcat ,2016,75000,Reach Tier 3 in Horizon Life: Cross Country,EPIC,A 790,
Jeep,Grand Cherokee Trackhawk ,2018,73000,Reach Tier 8 in Horizon Life: Cross Country,RARE,A 780,
Jeep,Gladiator Rubicon ,2020,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,D 498,
Kia,Stinger ,2018,46000,Autoshow,COMMON,A 715,
Koenigsegg,CC8S ,2002,320000,Expansion: Fortune Island Treasure Chest #5,LEGENDARY,S1 883,
Koenigsegg,CCX ,2006,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S1 881,
Koenigsegg,CCGT ,2008,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 986,
Koenigsegg,Agera ,2011,1500000,Autoshow,LEGENDARY,S2 920,
Koenigsegg,One:1 ,2015,2850000,Autoshow,LEGENDARY,S2 993,
Koenigsegg,Regera ,2016,1900000,Autoshow,LEGENDARY,S2 972,
Koenigsegg,Agera RS ,2017,2000000,Autoshow (DLC: Car Pass),LEGENDARY,S2 996,
Koenigsegg,Jesko ,2020,2800000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 998,
KTM,X-Bow R ,2013,105000,Autoshow,EPIC,S1 819,
KTM,X-Bow GT4 ,2018,400000,"A ""Hard-to-Find"" vehicle",EPIC,S1 861,
Lamborghini,Miura P400 ,1967,1000000,Autoshow,LEGENDARY,B 619,
Lamborghini,Jarama S ,1972,150000,Autoshow (DLC: Car Pass),RARE,C 559,
Lamborghini,LM 002 ,1986,180000,Autoshow,RARE,C 553,
Lamborghini,Countach LP5000 QV ,1988,220000,Autoshow,EPIC,A 759,
Lamborghini,Diablo SV ,1997,174000,Autoshow,EPIC,A 787,
Lamborghini,Diablo GTR ,1999,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 915,
Lamborghini,Reventón ,2008,1375000,Autoshow,LEGENDARY,S1 841,
Lamborghini,Reventón Forza Edition ,2008,1625000,Skill Tree: Lamborghini Miura P400,FORZA EDITION,S1 847,
Lamborghini,Murciélago LP 670-4 SV ,2010,500000,Autoshow,EPIC,S1 840,
Lamborghini,Gallardo LP 570-4 Superleggera ,2011,180000,Autoshow,EPIC,S1 833,
Lamborghini,Sesto Elemento ,2011,2500000,Autoshow,LEGENDARY,S2 948,
Lamborghini,Aventador J ,2012,2700000,Expansion: Fortune Island Treasure Chest #10,EPIC,S1 871,
Lamborghini,Aventador LP700-4 ,2012,310000,Autoshow,EPIC,S1 882,
Lamborghini,"Aventador LP700-4 ""Welcome Pack"" ",2012,310000,Autoshow (DLC: Welcome Pack,LEGENDARY,S1 900,
Lamborghini,Aventador LP700-4 Forza Edition ,2012,560000,A possible Wheelspin reward,FORZA EDITION,S2 997,
Lamborghini,Gallardo LP 570-4 Spyder Performante ,2012,280000,Autoshow (DLC: Car Pass),EPIC,S1 814,
Lamborghini,Veneno ,2013,4500000,Autoshow,LEGENDARY,S2 943,
Lamborghini,Huracán LP 610-4 ,2014,240000,Reach Tier 4 in Horizon Life: Road Racing,EPIC,S1 866,
Lamborghini,Urus Concept ,2014,230000,Autoshow,EPIC,A 774,
Lamborghini,Aventador Superveloce ,2016,480000,A possible Wheelspin reward,EPIC,S2 906,
Lamborghini,Centenario LP 770-4 ,2016,2300000,Autoshow,LEGENDARY,S2 918,
Lamborghini,Huracán Performante ,2018,275000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S1 900,
Lamborghini,Urus ,2019,150000,Expansion: Fortune Island Treasure Chest #2,EPIC,A 795,
Lancia,Fulvia Coupé Rallye 1.6 HF ,1968,60000,Autoshow,RARE,D 490,
Lancia,Stratos HF Stradale ,1974,550000,Autoshow,LEGENDARY,C 544,
Lancia,037 Stradale ,1982,95000,Autoshow,LEGENDARY,C 590,
Lancia,Delta S4 ,1986,146000,Autoshow,LEGENDARY,B 638,
Lancia,Delta HF Integrale Evo ,1992,60000,A possible Wheelspin reward,EPIC,C 532,
Land Rover,Series III ,1972,20000,Autoshow,COMMON,D 100,
Land Rover,Series III Forza Edition ,1972,270000,A possible Wheelspin reward,FORZA EDITION,S1 802,
Land Rover,Range Rover ,1973,50000,Complete its Barn Find rumor,COMMON,D 235,
Land Rover,Defender 90 ,1997,30000,Autoshow,COMMON,D 357,
Land Rover,Range Rover Sport SVR ,2015,133000,Autoshow,RARE,A 752,
Land Rover,Range Rover Velar First Edition ,2018,85000,"A ""Hard-to-Find"" vehicle",EPIC,B 658,
LEGO Speed Champions,Mini Cooper S Rally ,1967,500000,Expansion: LEGO Speed Champions,EPIC,S1 831,
LEGO Speed Champions,Porsche 911 Turbo 3.0 ,1974,500000,Expansion: LEGO Speed Champions (Barn Find),LEGENDARY,S1 898,
LEGO Speed Champions,Ferrari F40 Competizione ,1987,3000000,Expansion: LEGO Speed Champions,LEGENDARY,S2 973,
LEGO Speed Champions,Bugatti Chiron ,2019,2400000,Expansion: LEGO Speed Champions,LEGENDARY,S2 937,
LEGO Speed Champions,McLaren Senna ,2019,1000000,Expansion: LEGO Speed Champions,LEGENDARY,S2 978,
Lexus,IS F ,2009,250000,"A ""Hard-to-Find"" vehicle",RARE,A 737,
Lexus,LFA ,2010,500000,"A ""Hard-to-Find"" vehicle",EPIC,S1 826,
Lexus,RC F ,2015,250000,"A ""Hard-to-Find"" vehicle",EPIC,A 761,
Local Motors,Rally Fighter ,2014,100000,Autoshow,EPIC,A 760,
Lola,#6 Penske Sunoco T70 MkIIIB ,1969,850000,Autoshow,EPIC,S1 828,
Lotus,Eleven ,1956,140000,Autoshow,LEGENDARY,C 553,
Lotus,Elan Sprint ,1971,57000,Autoshow,COMMON,D 456,
Lotus,Elise GT1 ,1997,1800000,Complete its Barn Find rumor,LEGENDARY,S1 815,
Lotus,Elise Series 1 Sport 190 ,1999,81000,"A ""Hard-to-Find"" vehicle",LEGENDARY,A 728,
Lotus,340R ,2000,40000,Autoshow,RARE,A 706,
Lotus,Esprit V8 ,2002,42000,Autoshow,RARE,A 756,
Lotus,Elise 111S ,2005,45000,A possible Wheelspin reward,COMMON,B 650,
Lotus,2-Eleven ,2009,130000,A possible Wheelspin reward,EPIC,S1 813,
Lotus,Evora S ,2011,43000,Autoshow,RARE,A 748,
Lotus,Exige S ,2012,85000,Autoshow,RARE,A 772,
Lotus,3-Eleven ,2016,150000,Autoshow,EPIC,S1 870,
Maserati,8CTF ,1939,10000000,Autoshow,LEGENDARY,B 648,
Maserati,A6GCS/53 Pininfarina Berlinetta ,1953,2000000,Autoshow,LEGENDARY,D 486,
Maserati,300 S ,1957,6000000,Autoshow,LEGENDARY,B 668,
Maserati,Tipo 61 Birdcage ,1961,2400000,Autoshow,LEGENDARY,A 747,
Maserati,MC12 ,2004,1000000,Autoshow,EPIC,S1 861,
Maserati,MC12 Forza Edition ,2004,1250000,Skill Tree: Maserati 300 S,FORZA EDITION,S2 945,
Maserati,MC12 Versione Corsa ,2008,2500000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 993,
Maserati,Gran Turismo S ,2010,156000,Autoshow,RARE,A 727,
Maserati,Ghibli S Q4 ,2014,250000,"A ""Hard-to-Find"" vehicle",RARE,A 737,
Maserati,Levante S ,2017,85000,"A ""Hard-to-Find"" vehicle",COMMON,A 723,
Mazda,Cosmo 110S Series II ,1972,250000,"A ""Hard-to-Find"" vehicle",EPIC,D 363,
Mazda,RX-3 ,1973,250000,"A ""Hard-to-Find"" vehicle",EPIC,D 359,
Mazda,RX-7 GSL-SE ,1985,250000,"A ""Hard-to-Find"" vehicle",COMMON,D 427,
Mazda,Savanna RX-7 ,1990,25000,Autoshow,COMMON,C 561,
Mazda,MX-5 Miata ,1994,25000,Autoshow,COMMON,D 428,
Mazda,RX-7 ,1997,35000,Autoshow,COMMON,B 681,
Mazda,RX-7 Spirit R Type-A ,2002,30000,Autoshow (DLC: Car Pass),RARE,A 711,
Mazda,Mazdaspeed MX-5 ,2005,25000,Autoshow,COMMON,B 605,
Mazda,RX-8 R3 ,2011,27000,Autoshow,RARE,B 638,
Mazda,MX-5 ,2013,26000,Autoshow,COMMON,C 525,
Mazda,MX-5 ,2016,35000,Autoshow,COMMON,B 625,
McLaren,F1 ,1993,2000000,Autoshow,LEGENDARY,S1 826,
McLaren,F1 GT ,1997,5200000,Autoshow,LEGENDARY,S1 888,
McLaren,12C Coupé ,2011,250000,"A ""Hard-to-Find"" vehicle",EPIC,S1 854,
McLaren,P1 ,2013,1350000,Autoshow,LEGENDARY,S2 962,
McLaren,P1 'Owen's Edition' ,2013,1200000,Unreleased (Exclusive Gift),LEGENDARY,S2 957,
McLaren,650S Spider ,2014,420000,Autoshow (DLC: Car Pass),EPIC,S1 873,
McLaren,570S Coupé ,2015,224000,Autoshow,EPIC,S1 848,
McLaren,650S Coupé ,2015,420000,Autoshow,EPIC,S1 877,
McLaren,600LT Coupé ,2018,250000,"A ""Hard-to-Find"" vehicle",EPIC,S1 890,
McLaren,720S Coupe ,2018,340000,Autoshow,EPIC,S2 929,
McLaren,720S Coupe Preorder Car ,2018,340000,Gifted (Pre-Order bonus),EPIC,S2 998,
McLaren,Senna ,2018,1000000,Autoshow,LEGENDARY,S2 977,
McLaren,720S Spider ,2019,250000,"A ""Hard-to-Find"" vehicle",EPIC,S2 914,
McLaren,Speedtail ,2019,2250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 940,
Mercedes-AMG,GT S ,2015,157000,Autoshow,RARE,S1 820,
Mercedes-AMG,C 63 S Coupé ,2016,90000,Autoshow,RARE,A 777,
Mercedes-AMG,GT R ,2017,295000,Autoshow,RARE,S1 858,
Mercedes-AMG,GT R Preorder Car ,2017,295000,Gifted (Pre-Order bonus) / Gifted,EPIC,S1 900,
Mercedes-AMG,E 63 S ,2018,250000,"A ""Hard-to-Find"" vehicle",RARE,S1 805,
Mercedes-AMG,GT 4-Door Coupé ,2018,105000,"A ""Hard-to-Find"" vehicle",RARE,A 797,
Mercedes-Benz,Super Sport Kurz Barker Roadster ,1929,5000000,Autoshow (DLC: Car Pass),LEGENDARY,D 229,
Mercedes-Benz,W154 ,1939,10000000,Autoshow,LEGENDARY,B 676,
Mercedes-Benz,300 SL Coupé ,1954,1200000,Autoshow,LEGENDARY,D 476,
Mercedes-Benz,300 SLR ,1955,8000000,Autoshow,LEGENDARY,A 708,
Mercedes-Benz,280 SL ,1967,150000,"A ""Hard-to-Find"" vehicle",RARE,D 448,
Mercedes-Benz,AMG Hammer Coupe ,1987,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,A 701,
Mercedes-Benz,190E 2.5-16 Evolution II ,1990,150000,Autoshow,RARE,C 579,
Mercedes-Benz,AMG CLK GTR ,1998,2000000,Autoshow,LEGENDARY,S1 848,
Mercedes-Benz,SL 65 AMG Black Series ,2009,210000,Autoshow,EPIC,S1 820,
Mercedes-Benz,SL 65 AMG Black Series Forza Edition ,2009,460000,Skill Tree: Mercedes-Benz 300 SL Coupé,FORZA EDITION,S1 820,
Mercedes-Benz,SLS AMG ,2011,200000,Autoshow,EPIC,S1 822,
Mercedes-Benz,C 63 AMG Coupé Black Series ,2012,143000,Autoshow,RARE,A 792,
Mercedes-Benz,SLK 55 AMG ,2012,78000,Autoshow,RARE,A 766,
Mercedes-Benz,A 45 AMG ,2013,65000,Autoshow,RARE,A 722,
Mercedes-Benz,E 63 AMG ,2013,105000,A possible Wheelspin reward,RARE,A 777,
Mercedes-Benz,G 65 AMG ,2013,261000,Autoshow,RARE,A 712,
Mercedes-Benz,G 63 AMG 6x6 ,2014,250000,Reach Tier 7 in Horizon Life: Top Gear,EPIC,B 674,
Mercedes-Benz,Unimog U5023 ,2014,100000,Autoshow,COMMON,D 163,
Mercedes-Benz,#24 Tankpool24 Racing Truck ,2015,500000,Autoshow,RARE,B 682,
Mercedes-Benz,"E 350 D 4MATIC Terrain ""Project E-AT"" ",2017,250000,Reach Tier 4 in Horizon Life: Top Gear,EPIC,C 578,
Mercedes-Benz,X-Class ,2018,65000,"A ""Hard-to-Find"" vehicle",COMMON,D 417,
Mercury,Coupe ,1949,45000,Autoshow,COMMON,D 158,
Mercury,Cougar Eliminator ,1970,250000,Reach Tier 24 in Horizon Life: The Eliminator,RARE,C 548,
Meyers,Manx ,1971,35000,Autoshow,RARE,D 218,
MG,TA Midget ,1938,50000,Autoshow (DLC: Car Pass),COMMON,D 100,
MG,MGA Twin-Cam ,1958,40000,Autoshow,COMMON,D 222,
MG,MGB GT ,1965,30000,Complete its Barn Find rumor,COMMON,D 316,
MG,Metro 6R4 ,1986,125000,Autoshow,LEGENDARY,S1 852,
MINI,Cooper S ,1965,30000,Complete its Barn Find rumor,LEGENDARY,D 205,
MINI,John Cooper Works ,2009,25000,Autoshow,COMMON,B 639,
MINI,John Cooper Works GP ,2012,38000,A possible Wheelspin reward,RARE,B 642,
MINI,X-Raid All4 Racing Countryman ,2014,500000,Autoshow,EPIC,B 682,
MINI,John Cooper Works Convertible ,2018,250000,"A ""Hard-to-Find"" vehicle",COMMON,B 639,
MINI,John Cooper Works Countryman All4 ,2018,250000,"A ""Hard-to-Find"" vehicle",COMMON,C 580,
MINI,X-Raid John Cooper Works Buggy ,2018,500000,"A ""Hard-to-Find"" vehicle",EPIC,B 674,
Mitsubishi,Starion ESI-R ,1988,250000,"A ""Hard-to-Find"" vehicle",RARE,C 555,
Mitsubishi,Galant VR-4 ,1992,25000,Autoshow (DLC: Mitsubishi Motors Car Pack),COMMON,C 532,
Mitsubishi,Eclipse GSX ,1995,25000,Autoshow (DLC: Mitsubishi Motors Car Pack),COMMON,C 543,
Mitsubishi,GTO ,1997,20000,Autoshow (DLC: Mitsubishi Motors Car Pack),COMMON,B 602,
Mitsubishi,Lancer Evolution VI GSR ,1999,28000,Autoshow (DLC: Mitsubishi Motors Car Pack),RARE,B 675,
Mitsubishi,Lancer Evolution VIII MR ,2004,31000,Autoshow (DLC: Mitsubishi Motors Car Pack),RARE,B 686,
Mitsubishi,Lancer Evolution IX MR ,2006,27000,Autoshow (DLC: Mitsubishi Motors Car Pack),RARE,B 649,
Mitsubishi,Lancer Evolution X GSR ,2008,43000,Autoshow (DLC: Mitsubishi Motors Car Pack),RARE,B 678,
Morgan,Aero Supersports ,2010,160000,Autoshow,RARE,A 766,
Morgan,3 Wheeler ,2014,50000,Autoshow,RARE,D 450,
Morgan,Aero GT ,2018,150000,Autoshow (DLC: Car Pass),RARE,S1 811,
Morris,Minor Series II Traveler ,1953,25000,Expansion: Fortune Island,COMMON,D 100,
Morris,Minor 1000 ,1958,20000,Autoshow,COMMON,D 100,
Morris,Mini-Traveller ,1965,250000,Reach Tier 8 in Horizon Life: Express Delivery,COMMON,D 100,
Mosler,MT900S ,2010,320000,"A ""Hard-to-Find"" vehicle",EPIC,S2 957,
Napier,Napier-Railton ,1933,1000000,"A ""Hard-to-Find"" vehicle",LEGENDARY,B 628,
Nissan,Fairlady Z 432 ,1969,150000,Autoshow,RARE,D 439,
Nissan,Skyline 2000GT-R ,1971,60000,Autoshow,RARE,D 455,
Nissan,Skyline H/T 2000GT-R ,1973,170000,Autoshow,RARE,D 494,
Nissan,Skyline GTS-R (R31) ,1987,100000,Autoshow,RARE,C 538,
Nissan,Pulsar GTI-R ,1991,250000,"A ""Hard-to-Find"" vehicle",RARE,C 598,
Nissan,Silvia Club K's ,1992,25000,Autoshow,COMMON,C 525,
Nissan,240SX SE ,1993,25000,Autoshow,COMMON,D 449,
Nissan,Skyline GT-R V-Spec ,1993,85000,Autoshow,RARE,B 620,
Nissan,Fairlady Z Version S Twin Turbo ,1994,250000,"A ""Hard-to-Find"" vehicle",EPIC,B 655,
Nissan,Silvia K's ,1994,25000,Autoshow,COMMON,C 600,
Nissan,NISMO GT-R LM ,1995,1100000,A possible Wheelspin reward,LEGENDARY,B 685,
Nissan,NISMO GT-R LM Forza Edition ,1995,1350000,Skill Tree: Nissan R390,FORZA EDITION,S1 886,
Nissan,Skyline GT-R V-Spec ,1997,37000,Autoshow,EPIC,B 633,
Nissan,R390 ,1998,730000,Autoshow,LEGENDARY,S1 877,
Nissan,Silvia K's Aero ,1998,25000,Autoshow,COMMON,C 593,
Nissan,Silvia Spec-R ,2000,35000,Autoshow,COMMON,B 643,
Nissan,Skyline GT-R V-Spec II ,2002,63000,Reach Tier 4 in Horizon Life: Street Scene,EPIC,B 691,
Nissan,Fairlady Z ,2003,35000,Autoshow,COMMON,B 671,
Nissan,370Z ,2010,40000,Autoshow,COMMON,A 716,
Nissan,GT-R Black Edition ,2012,105000,Autoshow,EPIC,S1 820,
Nissan,TITAN Warrior Concept ,2016,50000,Autoshow,COMMON,D 491,
Nissan,TITAN Warrior Concept Forza Edition ,2016,300000,Gifted (DLC: VIP Membership),FORZA EDITION,C 583,
Nissan,GT-R ,2017,132000,Autoshow,EPIC,S1 836,
Nissan,GT-R Preorder Car ,2017,132000,Gifted (Pre-Order bonus) / Gifted,EPIC,S1 900,
Nissan,Sentra NISMO ,2018,24000,Autoshow (DLC: Car Pass),RARE,C 588,
Noble,M600 ,2010,450000,Reach Tier 11 in Horizon Life: Speed Trap Hero,EPIC,S1 900,
Oldsmobile,Hurst/Olds 442 ,1969,65000,Autoshow,RARE,C 520,
Opel,Kadett A ,1963,25000,Autoshow (DLC: Car Pass),COMMON,D 100,
Opel,Manta 400 ,1984,100000,Autoshow,EPIC,A 740,
Pagani,Zonda Cinque Roadster ,2009,2100000,Autoshow,LEGENDARY,S2 908,
Pagani,Zonda R ,2010,1700000,Autoshow,LEGENDARY,S2 966,
Pagani,Zonda R Forza Edition ,2010,1950000,Gifted (DLC: VIP Membership),FORZA EDITION,S2 986,
Pagani,Huayra ,2012,1300000,Autoshow,LEGENDARY,S1 900,
Pagani,Huayra BC ,2016,1500000,Autoshow,LEGENDARY,S2 961,
Peel,P50 ,1962,20000,Complete its Barn Find rumor,LEGENDARY,D 100,
Peel,Trident ,1965,25000,Autoshow (DLC: Car Pass),RARE,D 100,
Penhall,The Cholla ,2011,100000,Reach Tier 14 in Horizon Life: Cross Country,EPIC,B 646,
Peugeot,205 T16 ,1984,200000,Autoshow,LEGENDARY,C 597,
Peugeot,205 T16 F.E. ,1984,450000,A possible Wheelspin reward,FORZA EDITION,S1 899,
Peugeot,205 Rallye ,1991,250000,"A ""Hard-to-Find"" vehicle",RARE,C 504,
Peugeot,207 Super 2000 ,2007,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,A 774,
Plymouth,Atomic Punk Bubbletop ,1958,105000,Autoshow (DLC: Barrett-Jackson Car Pack),EPIC,A 717,
Plymouth,Fury ,1958,250000,"A ""Hard-to-Find"" vehicle",RARE,C 518,
Plymouth,Hemi Cuda Convertible Barrett-Jackson Edition ,1970,55000,Autoshow (DLC: Barrett-Jackson Car Pack),EPIC,B 689,
Plymouth,Cuda 426 HEMI ,1971,160000,Autoshow,RARE,C 560,
Polaris,RZR XP 1000 EPS ,2015,25000,Autoshow,COMMON,D 464,
Pontiac,GTO ,1965,48000,"A ""Hard-to-Find"" vehicle",LEGENDARY,C 514,
Pontiac,Firebird ,1968,250000,"A ""Hard-to-Find"" vehicle",EPIC,C 509,
Pontiac,GTO Judge ,1969,90000,Autoshow,RARE,C 514,
Pontiac,Firebird Trans Am SD-455 ,1973,61000,A possible Wheelspin reward,COMMON,C 536,
Pontiac,Firebird Trans Am ,1977,45000,Autoshow,RARE,D 431,
Pontiac,Firebird Trans Am GTA ,1987,25000,Autoshow,COMMON,C 505,
Porsche,#46 356 SL Gmünd Coupe ,1951,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,D 199,
Porsche,550A Spyder ,1955,600000,Autoshow,LEGENDARY,D 387,
Porsche,356A Speedster ,1957,300000,Autoshow,EPIC,D 185,
Porsche,356 A 1600 Super ,1959,240000,Autoshow (DLC: Car Pass),LEGENDARY,D 180,
Porsche,356 RSR from Emory Motorsport ,1960,250000,"A ""Hard-to-Find"" vehicle",EPIC,S1 846,
Porsche,718 RS 60 ,1960,1000000,Autoshow,LEGENDARY,A 716,
Porsche,"718 RS 60 ""Welcome Pack"" ",1960,1000000,Autoshow (DLC: Welcome Pack,LEGENDARY,A 800,
Porsche,356 C Cabriolet Emory Special ,1964,250000,"A ""Hard-to-Find"" vehicle",EPIC,B 687,
Porsche,906 Carrera 6 ,1966,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,A 748,
Porsche,#3 917 LH ,1970,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S1 868,
Porsche,914/6 ,1970,24000,"A ""Hard-to-Find"" vehicle",RARE,D 408,
Porsche,#23 917/20 ,1971,10000000,Autoshow,LEGENDARY,S1 861,
Porsche,911 Carrera RS ,1973,200000,Autoshow,LEGENDARY,B 631,
Porsche,911 Turbo 3.3 ,1982,150000,Autoshow,LEGENDARY,B 688,
Porsche,#185 959 Prodrive Rally Raid ,1986,205000,Autoshow (DLC: Car Pass),LEGENDARY,A 779,
Porsche,959 ,1987,400000,Autoshow,LEGENDARY,A 784,
Porsche,944 Turbo ,1989,35000,Autoshow,RARE,B 659,
